AccX,AccY,AccZ,Class,Timestamp,date,hour,minute,second
0.69153607,0.4618103,-0.8381233,NORMAL,3582049,1970-02-11 11:00:49,11,0,49
1.3582189,0.71492285,-0.48682976,NORMAL,3582049,1970-02-11 11:00:49,11,0,49
-1.1532524,-0.8735768,-1.1924944,NORMAL,3582050,1970-02-11 11:00:50,11,0,50
0.79808545,0.55775005,0.10797596,NORMAL,3582050,1970-02-11 11:00:50,11,0,50
-1.0898349,-0.7003213,-0.7831478,NORMAL,3582051,1970-02-11 11:00:51,11,0,51
-0.8431822,-0.71912116,-0.7299757,NORMAL,3582051,1970-02-11 11:00:51,11,0,51
0.10569739,-0.0071522593,0.39944935,NORMAL,3582052,1970-02-11 11:00:52,11,0,52
-0.36718607,-0.12307185,-0.49077606,NORMAL,3582052,1970-02-11 11:00:52,11,0,52
0.8454958,0.2954898,0.64716053,NORMAL,3582053,1970-02-11 11:00:53,11,0,53
-0.10324788,-0.50328356,-0.6127205,NORMAL,3582053,1970-02-11 11:00:53,11,0,53
0.59498405,1.5135759,0.4396677,NORMAL,3582054,1970-02-11 11:00:54,11,0,54
-1.0138967,-0.13718832,1.4755201,NORMAL,3582055,1970-02-11 11:00:55,11,0,55
-1.2283206,-0.920075,0.64609146,NORMAL,3582055,1970-02-11 11:00:55,11,0,55
0.83114886,-0.43093342,-2.008409,NORMAL,3582056,1970-02-11 11:00:56,11,0,56
0.67128694,-0.6592539,-0.3431692,NORMAL,3582056,1970-02-11 11:00:56,11,0,56
-1.0148406,0.4439211,0.06066513,NORMAL,3582057,1970-02-11 11:00:57,11,0,57
0.46640944,-0.3154415,0.2762413,NORMAL,3582057,1970-02-11 11:00:57,11,0,57
-0.24198997,-0.812726,-0.85294724,NORMAL,3582058,1970-02-11 11:00:58,11,0,58
0.14589524,-0.9097456,1.3000374,NORMAL,3582058,1970-02-11 11:00:58,11,0,58
-0.4868939,-0.30482137,-1.545033,NORMAL,3582059,1970-02-11 11:00:59,11,0,59
-0.03621888,0.47531736,-0.97916794,NORMAL,3582059,1970-02-11 11:00:59,11,0,59
-0.6087843,-0.7126066,0.38837814,NORMAL,3582060,1970-02-11 11:01:00,11,1,0
0.4197464,-0.2435649,-0.49759674,NORMAL,3582060,1970-02-11 11:01:00,11,1,0
0.24421191,-0.120862424,0.68965054,NORMAL,3582061,1970-02-11 11:01:01,11,1,1
1.31793,-0.4319393,-0.80733395,NORMAL,3582062,1970-02-11 11:01:02,11,1,2
0.3231926,-0.12045938,0.4704485,NORMAL,3582062,1970-02-11 11:01:02,11,1,2
0.905571,0.31259358,0.6354456,NORMAL,3582063,1970-02-11 11:01:03,11,1,3
0.32792473,1.586259,-0.96467495,NORMAL,3582063,1970-02-11 11:01:03,11,1,3
0.79440093,0.82019806,-0.31635666,NORMAL,3582064,1970-02-11 11:01:04,11,1,4
-0.16548514,0.459767,-0.5085716,NORMAL,3582064,1970-02-11 11:01:04,11,1,4
0.29052234,-0.7190565,0.5825901,NORMAL,3582065,1970-02-11 11:01:05,11,1,5
-1.6387607,-0.5999723,-0.2410202,NORMAL,3582065,1970-02-11 11:01:05,11,1,5
0.43029237,-0.33153903,-1.6048036,NORMAL,3582066,1970-02-11 11:01:06,11,1,6
0.46764922,-0.47108352,0.19433212,NORMAL,3582066,1970-02-11 11:01:06,11,1,6
-0.116416216,0.9268086,-0.18876457,NORMAL,3582067,1970-02-11 11:01:07,11,1,7
0.8679004,0.118328124,0.6506748,NORMAL,3582067,1970-02-11 11:01:07,11,1,7
-0.1332047,-0.5995698,0.013736725,NORMAL,3582068,1970-02-11 11:01:08,11,1,8
0.19484568,0.24037611,-0.78142357,NORMAL,3582069,1970-02-11 11:01:09,11,1,9
-0.40728128,0.6453661,2.315651,NORMAL,3582069,1970-02-11 11:01:09,11,1,9
-0.73033774,0.20964792,0.4177599,NORMAL,3582070,1970-02-11 11:01:10,11,1,10
0.8954891,-0.83327025,0.41571903,NORMAL,3582070,1970-02-11 11:01:10,11,1,10
1.0090055,0.30053306,-0.71794415,NORMAL,3582071,1970-02-11 11:01:11,11,1,11
0.5581958,0.8929088,-0.25698948,NORMAL,3582071,1970-02-11 11:01:11,11,1,11
0.5602474,-0.22135934,-0.086488724,NORMAL,3582072,1970-02-11 11:01:12,11,1,12
0.47908497,0.38714778,-0.7422972,NORMAL,3582072,1970-02-11 11:01:12,11,1,12
-0.50782526,0.30959845,-1.389576,NORMAL,3582073,1970-02-11 11:01:13,11,1,13
-0.060619116,1.0383645,-0.39978218,NORMAL,3582073,1970-02-11 11:01:13,11,1,13
0.59433246,0.46698895,0.2372675,NORMAL,3582074,1970-02-11 11:01:14,11,1,14
-0.8900999,-0.009154111,0.36369514,NORMAL,3582075,1970-02-11 11:01:15,11,1,15
-0.67011786,-0.21124357,-0.325428,NORMAL,3582075,1970-02-11 11:01:15,11,1,15
-1.7863259,0.79657066,1.183816,NORMAL,3582076,1970-02-11 11:01:16,11,1,16
-1.0028317,-0.084103316,0.4748087,NORMAL,3582076,1970-02-11 11:01:16,11,1,16
-0.4526453,0.49958548,-0.49088192,NORMAL,3582077,1970-02-11 11:01:17,11,1,17
-0.07169247,-0.28469113,0.5647507,NORMAL,3582077,1970-02-11 11:01:17,11,1,17
0.58441234,-0.52870065,1.2217693,NORMAL,3582078,1970-02-11 11:01:18,11,1,18
0.1596303,-0.7554307,-0.39417076,NORMAL,3582078,1970-02-11 11:01:18,11,1,18
0.092927694,-0.8327563,0.18917656,NORMAL,3582079,1970-02-11 11:01:19,11,1,19
-0.8215089,-0.32282507,0.29121017,NORMAL,3582079,1970-02-11 11:01:19,11,1,19
0.35149574,-0.34734565,-2.4485507,NORMAL,3582080,1970-02-11 11:01:20,11,1,20
-0.7623832,-0.43211946,1.7195873,NORMAL,3582080,1970-02-11 11:01:20,11,1,20
-0.33733845,-0.31745636,-0.37869263,NORMAL,3582081,1970-02-11 11:01:21,11,1,21
0.51055336,-0.25113255,-0.5972948,NORMAL,3582082,1970-02-11 11:01:22,11,1,22
-0.6556679,0.5094374,-0.25769043,NORMAL,3582082,1970-02-11 11:01:22,11,1,22
-0.63969946,0.5637192,1.2456675,NORMAL,3582083,1970-02-11 11:01:23,11,1,23
-1.1193348,-1.4371053,-0.10742664,NORMAL,3582083,1970-02-11 11:01:23,11,1,23
-0.4099896,0.5615181,0.46254063,NORMAL,3582084,1970-02-11 11:01:24,11,1,24
-0.02943039,-0.7633216,0.18542194,NORMAL,3582084,1970-02-11 11:01:24,11,1,24
0.42658544,1.0920073,-0.6886234,NORMAL,3582085,1970-02-11 11:01:25,11,1,25
0.18511248,-0.23636219,-1.0988274,NORMAL,3582085,1970-02-11 11:01:25,11,1,25
0.12978458,-0.5995035,-0.24102402,NORMAL,3582086,1970-02-11 11:01:26,11,1,26
-0.45800614,0.5623195,1.1313906,NORMAL,3582086,1970-02-11 11:01:26,11,1,26
0.503247,0.36993837,0.297884,NORMAL,3582087,1970-02-11 11:01:27,11,1,27
1.0279665,1.0395252,0.17161465,NORMAL,3582087,1970-02-11 11:01:27,11,1,27
0.038298607,0.666308,0.2601738,NORMAL,3582088,1970-02-11 11:01:28,11,1,28
-1.1188501,-1.2311845,-0.55656147,NORMAL,3582089,1970-02-11 11:01:29,11,1,29
-0.22195911,-0.31998622,-0.50460243,NORMAL,3582089,1970-02-11 11:01:29,11,1,29
0.54879665,-0.37316918,-0.077542305,NORMAL,3582090,1970-02-11 11:01:30,11,1,30
1.495372,0.41174608,1.1210136,NORMAL,3582090,1970-02-11 11:01:30,11,1,30
-0.7531837,-2.0831609,-1.6527739,NORMAL,3582091,1970-02-11 11:01:31,11,1,31
0.7933061,-0.03100735,-1.3851261,NORMAL,3582091,1970-02-11 11:01:31,11,1,31
0.756737,0.92165613,0.76568985,NORMAL,3582092,1970-02-11 11:01:32,11,1,32
-0.43991983,-0.23827341,-1.781662,NORMAL,3582092,1970-02-11 11:01:32,11,1,32
-0.23911238,-0.400227,-0.49924755,NORMAL,3582093,1970-02-11 11:01:33,11,1,33
0.6239016,-0.108246446,-0.3584547,NORMAL,3582093,1970-02-11 11:01:33,11,1,33
-0.22850895,-1.3808988,-0.19467449,NORMAL,3582094,1970-02-11 11:01:34,11,1,34
0.46897292,-1.452389,0.040403366,NORMAL,3582094,1970-02-11 11:01:34,11,1,34
1.9563429,-0.29397064,0.5665693,NORMAL,3582095,1970-02-11 11:01:35,11,1,35
2.1643002,0.7976549,0.7313318,NORMAL,3582096,1970-02-11 11:01:36,11,1,36
2.0184214,0.16285774,1.730339,NORMAL,3582096,1970-02-11 11:01:36,11,1,36
1.7246594,0.73781955,-0.32675552,NORMAL,3582097,1970-02-11 11:01:37,11,1,37
0.48609018,0.8804449,-3.5061235,NORMAL,3582097,1970-02-11 11:01:37,11,1,37
0.16987205,2.0486767,0.2231245,NORMAL,3582098,1970-02-11 11:01:38,11,1,38
-0.65288925,1.0186276,-2.8111267,NORMAL,3582098,1970-02-11 11:01:38,11,1,38
-0.68940973,1.1755192,1.1365519,NORMAL,3582099,1970-02-11 11:01:39,11,1,39
-0.7485621,1.5032233,1.4432259,NORMAL,3582099,1970-02-11 11:01:39,11,1,39
0.21232653,-0.24063233,-1.2898674,NORMAL,3582100,1970-02-11 11:01:40,11,1,40
-0.7293618,-0.7353765,-1.0049925,NORMAL,3582100,1970-02-11 11:01:40,11,1,40
-0.69117785,0.43520227,0.8746109,NORMAL,3582101,1970-02-11 11:01:41,11,1,41
-1.3314061,-0.6831166,0.52373505,NORMAL,3582102,1970-02-11 11:01:42,11,1,42
-0.32146192,0.13128099,0.20300865,NORMAL,3582102,1970-02-11 11:01:42,11,1,42
0.07925987,0.15681759,-0.5509596,NORMAL,3582103,1970-02-11 11:01:43,11,1,43
-1.1942157,0.52881664,3.1850185,NORMAL,3582103,1970-02-11 11:01:43,11,1,43
-2.3113582,-1.0247687,-1.4662175,NORMAL,3582104,1970-02-11 11:01:44,11,1,44
0.18507719,0.5494617,-0.1304617,NORMAL,3582104,1970-02-11 11:01:44,11,1,44
-0.106411934,0.9484594,0.32917404,NORMAL,3582105,1970-02-11 11:01:45,11,1,45
-0.84288025,-0.029188022,-0.28119278,NORMAL,3582105,1970-02-11 11:01:45,11,1,45
-0.29205978,0.459046,-0.5545111,NORMAL,3582106,1970-02-11 11:01:46,11,1,46
0.16410732,-0.37331712,-0.6734915,NORMAL,3582106,1970-02-11 11:01:46,11,1,46
1.0498002,0.9012263,0.94488144,NORMAL,3582107,1970-02-11 11:01:47,11,1,47
-0.0357399,-0.5789006,-0.6577425,NORMAL,3582107,1970-02-11 11:01:47,11,1,47
0.37119794,-0.3618141,1.0585642,NORMAL,3582108,1970-02-11 11:01:48,11,1,48
-0.11530566,0.64735144,-0.14977074,NORMAL,3582109,1970-02-11 11:01:49,11,1,49
0.15241456,1.7383956,2.039012,NORMAL,3582109,1970-02-11 11:01:49,11,1,49
0.963099,0.19402307,0.5767851,NORMAL,3582110,1970-02-11 11:01:50,11,1,50
-0.5420327,-0.8160091,-0.074822426,NORMAL,3582110,1970-02-11 11:01:50,11,1,50
-0.7264255,-1.2301133,-0.7528515,NORMAL,3582111,1970-02-11 11:01:51,11,1,51
0.05282259,-0.22881794,0.33722782,NORMAL,3582111,1970-02-11 11:01:51,11,1,51
-0.0049700737,0.4641918,0.31987,NORMAL,3582112,1970-02-11 11:01:52,11,1,52
0.28078532,0.090051174,0.5915613,NORMAL,3582112,1970-02-11 11:01:52,11,1,52
-0.13595057,0.18745938,-0.9081478,NORMAL,3582113,1970-02-11 11:01:53,11,1,53
2.3441248,0.5040796,1.712429,NORMAL,3582113,1970-02-11 11:01:53,11,1,53
1.3173828,-0.42055646,-0.26205635,NORMAL,3582114,1970-02-11 11:01:54,11,1,54
1.6161833,2.1215892,1.5223227,NORMAL,3582114,1970-02-11 11:01:54,11,1,54
-0.24895692,-0.8105042,-0.21813583,NORMAL,3582115,1970-02-11 11:01:55,11,1,55
-0.41124964,-1.452285,1.0913582,NORMAL,3582116,1970-02-11 11:01:56,11,1,56
0.9928241,2.514796,0.7272358,NORMAL,3582116,1970-02-11 11:01:56,11,1,56
-1.8767126,-2.0262408,0.7123985,NORMAL,3582117,1970-02-11 11:01:57,11,1,57
0.4097569,2.1200528,1.7623367,NORMAL,3582117,1970-02-11 11:01:57,11,1,57
-2.416565,-0.56537867,2.4046516,NORMAL,3582118,1970-02-11 11:01:58,11,1,58
-1.1985048,0.34475386,2.8179007,NORMAL,3582118,1970-02-11 11:01:58,11,1,58
-1.5792127,-1.9549663,-1.5891519,NORMAL,3582119,1970-02-11 11:01:59,11,1,59
-1.9554365,1.7916133,1.8051109,NORMAL,3582119,1970-02-11 11:01:59,11,1,59
-1.5841078,1.0412526,1.6226139,NORMAL,3582120,1970-02-11 11:02:00,11,2,0
-2.686767,-0.26607314,3.078846,NORMAL,3582120,1970-02-11 11:02:00,11,2,0
-1.1233793,-0.67834413,0.13965702,NORMAL,3582121,1970-02-11 11:02:01,11,2,1
-1.3444215,-1.1193674,0.3604355,NORMAL,3582121,1970-02-11 11:02:01,11,2,1
-1.1761224,-0.77823186,0.696002,NORMAL,3582122,1970-02-11 11:02:02,11,2,2
-1.7316601,-0.95038414,-0.10813236,NORMAL,3582123,1970-02-11 11:02:03,11,2,3
-1.6344773,-0.6447441,1.2066822,NORMAL,3582123,1970-02-11 11:02:03,11,2,3
-1.6454118,-1.4659209,1.3414555,NORMAL,3582124,1970-02-11 11:02:04,11,2,4
-1.642293,-0.60170686,-1.2671633,NORMAL,3582124,1970-02-11 11:02:04,11,2,4
-0.789094,-0.043475434,-0.723526,NORMAL,3582125,1970-02-11 11:02:05,11,2,5
-0.98752,-0.092484735,-0.3178196,NORMAL,3582125,1970-02-11 11:02:05,11,2,5
0.41738105,-0.01581563,-0.22362709,NORMAL,3582126,1970-02-11 11:02:06,11,2,6
-0.9060594,0.5228156,-0.97780037,NORMAL,3582126,1970-02-11 11:02:06,11,2,6
-1.1143024,1.2803574,-0.3092413,NORMAL,3582127,1970-02-11 11:02:07,11,2,7
-1.3889589,-0.5083616,-0.31637955,NORMAL,3582127,1970-02-11 11:02:07,11,2,7
-1.1750665,-0.7127226,-0.008698463,NORMAL,3582128,1970-02-11 11:02:08,11,2,8
-1.4542642,0.43722063,0.43524933,NORMAL,3582129,1970-02-11 11:02:09,11,2,9
-1.0264989,-0.7705251,-0.5992422,NORMAL,3582129,1970-02-11 11:02:09,11,2,9
1.3039691,1.4073642,2.2061892,NORMAL,3582130,1970-02-11 11:02:10,11,2,10
-1.6434488,-0.1535056,0.85464096,NORMAL,3582130,1970-02-11 11:02:10,11,2,10
0.08744979,0.71516687,0.815217,NORMAL,3582131,1970-02-11 11:02:11,11,2,11
-0.60225725,-0.46419936,-0.5116806,NORMAL,3582131,1970-02-11 11:02:11,11,2,11
-0.13324142,0.33982992,0.84988594,NORMAL,3582132,1970-02-11 11:02:12,11,2,12
0.2156558,-0.058944494,-0.30220318,NORMAL,3582132,1970-02-11 11:02:12,11,2,12
0.74117136,0.9396384,-0.53837204,NORMAL,3582133,1970-02-11 11:02:13,11,2,13
-0.8237213,-0.1829179,0.70534706,NORMAL,3582133,1970-02-11 11:02:13,11,2,13
0.27563393,0.8602148,-0.18126011,NORMAL,3582134,1970-02-11 11:02:14,11,2,14
-0.5688418,0.33157626,-0.09989452,NORMAL,3582134,1970-02-11 11:02:14,11,2,14
0.2837305,0.5471759,0.0992012,NORMAL,3582135,1970-02-11 11:02:15,11,2,15
0.14793992,0.41691452,0.33879566,NORMAL,3582136,1970-02-11 11:02:16,11,2,16
-0.24687171,0.18966982,0.21728802,NORMAL,3582136,1970-02-11 11:02:16,11,2,16
-1.3046564,0.894517,-0.3625164,NORMAL,3582137,1970-02-11 11:02:17,11,2,17
-1.7185764,-0.21150875,-1.0614395,NORMAL,3582137,1970-02-11 11:02:17,11,2,17
-1.7594755,-0.8770875,-0.6062031,NORMAL,3582138,1970-02-11 11:02:18,11,2,18
-0.74889266,0.29039565,0.06093216,NORMAL,3582138,1970-02-11 11:02:18,11,2,18
0.60336876,1.5125134,-0.81393814,NORMAL,3582139,1970-02-11 11:02:19,11,2,19
-0.30998766,1.1479033,-0.43719196,NORMAL,3582139,1970-02-11 11:02:19,11,2,19
1.6197045,0.18361342,-0.2315979,NORMAL,3582140,1970-02-11 11:02:20,11,2,20
0.41171062,-0.1767698,-0.6245642,NORMAL,3582140,1970-02-11 11:02:20,11,2,20
0.7001283,0.07888436,0.43874168,NORMAL,3582141,1970-02-11 11:02:21,11,2,21
0.4987948,0.4043907,-0.39393997,NORMAL,3582141,1970-02-11 11:02:21,11,2,21
0.5609641,0.7526165,-0.6458597,NORMAL,3582142,1970-02-11 11:02:22,11,2,22
0.1784277,0.11691794,0.05216503,NORMAL,3582143,1970-02-11 11:02:23,11,2,23
0.8763585,-0.65751237,0.43100452,NORMAL,3582143,1970-02-11 11:02:23,11,2,23
1.0290716,-1.0598958,2.4363527,NORMAL,3582144,1970-02-11 11:02:24,11,2,24
1.2787864,0.53546023,0.036623955,NORMAL,3582144,1970-02-11 11:02:24,11,2,24
0.8211496,-0.29855976,0.5797281,NORMAL,3582145,1970-02-11 11:02:25,11,2,25
-0.48321033,0.1946895,-0.26091957,NORMAL,3582145,1970-02-11 11:02:25,11,2,25
0.18583965,-0.009531289,0.6730442,NORMAL,3582146,1970-02-11 11:02:26,11,2,26
0.43719864,-0.60542566,1.2027025,NORMAL,3582146,1970-02-11 11:02:26,11,2,26
0.8248074,0.4792506,-0.5962744,NORMAL,3582147,1970-02-11 11:02:27,11,2,27
-0.7552192,-0.271029,0.19511223,NORMAL,3582147,1970-02-11 11:02:27,11,2,27
0.2688098,0.43664575,0.5243044,NORMAL,3582148,1970-02-11 11:02:28,11,2,28
0.25881934,-0.21497312,0.944047,NORMAL,3582148,1970-02-11 11:02:28,11,2,28
-0.093703985,-1.5082253,0.5504761,NORMAL,3582149,1970-02-11 11:02:29,11,2,29
-0.3516302,-0.22719339,-0.22546387,NORMAL,3582150,1970-02-11 11:02:30,11,2,30
-0.005416155,0.57293844,0.10253048,NORMAL,3582150,1970-02-11 11:02:30,11,2,30
1.0038338,-0.63604915,0.08699608,NORMAL,3582151,1970-02-11 11:02:31,11,2,31
0.70077014,-0.43521798,-0.21644688,NORMAL,3582151,1970-02-11 11:02:31,11,2,31
0.64851165,-0.14566678,0.3037138,NORMAL,3582152,1970-02-11 11:02:32,11,2,32
0.3094206,0.33549526,0.0735445,NORMAL,3582152,1970-02-11 11:02:32,11,2,32
-0.12817478,-0.4488916,0.7418976,NORMAL,3582153,1970-02-11 11:02:33,11,2,33
0.012827158,-0.66252506,-1.0770645,NORMAL,3582153,1970-02-11 11:02:33,11,2,33
0.13339996,-0.37381345,0.24953175,NORMAL,3582154,1970-02-11 11:02:34,11,2,34
-0.6126785,0.0809478,-1.1274443,NORMAL,3582154,1970-02-11 11:02:34,11,2,34
-0.44207907,-0.9701083,0.34475708,NORMAL,3582155,1970-02-11 11:02:35,11,2,35
-0.9880626,0.47084612,-0.29314137,NORMAL,3582156,1970-02-11 11:02:36,11,2,36
-1.2130157,-0.1089139,0.310256,NORMAL,3582156,1970-02-11 11:02:36,11,2,36
-0.009904504,-0.031591415,-0.5983734,NORMAL,3582157,1970-02-11 11:02:37,11,2,37
0.6364769,2.2738323,1.3460016,NORMAL,3582157,1970-02-11 11:02:37,11,2,37
-1.2156482,0.34085906,0.2517872,NORMAL,3582158,1970-02-11 11:02:38,11,2,38
-0.19585133,2.034685,0.4168749,NORMAL,3582158,1970-02-11 11:02:38,11,2,38
-0.9715093,0.6776272,-0.3838768,NORMAL,3582159,1970-02-11 11:02:39,11,2,39
-0.420884,-1.1003197,1.1772575,NORMAL,3582159,1970-02-11 11:02:39,11,2,39
-0.07666731,0.060513973,0.92182827,NORMAL,3582160,1970-02-11 11:02:40,11,2,40
-0.24298453,-0.9406243,0.9821291,NORMAL,3582160,1970-02-11 11:02:40,11,2,40
0.51627886,-0.09710498,-0.51405144,NORMAL,3582161,1970-02-11 11:02:41,11,2,41
3.460945,0.33412617,-0.35953426,NORMAL,3582161,1970-02-11 11:02:41,11,2,41
-0.7949834,-1.0536178,3.0327854,NORMAL,3582162,1970-02-11 11:02:42,11,2,42
0.59974277,-0.4389522,1.4831171,NORMAL,3582163,1970-02-11 11:02:43,11,2,43
-0.049845815,0.1309028,-0.33901596,NORMAL,3582163,1970-02-11 11:02:43,11,2,43
1.0352476,0.56940544,-0.6775236,NORMAL,3582164,1970-02-11 11:02:44,11,2,44
0.41493106,-0.27109724,-0.16116905,NORMAL,3582164,1970-02-11 11:02:44,11,2,44
1.4145677,0.3887788,0.1234808,NORMAL,3582165,1970-02-11 11:02:45,11,2,45
0.86557174,-1.1967406,0.9044981,NORMAL,3582165,1970-02-11 11:02:45,11,2,45
-0.844187,-0.3103611,0.24124241,NORMAL,3582166,1970-02-11 11:02:46,11,2,46
-0.43536854,0.5495569,2.7902308,NORMAL,3582166,1970-02-11 11:02:46,11,2,46
0.10414004,0.20133662,1.5349922,NORMAL,3582167,1970-02-11 11:02:47,11,2,47
-0.34915757,-1.2490311,-3.8254828,NORMAL,3582167,1970-02-11 11:02:47,11,2,47
-1.3925815,-0.67527676,0.26422024,NORMAL,3582168,1970-02-11 11:02:48,11,2,48
-0.7382462,-0.58472365,-0.35796547,NORMAL,3582168,1970-02-11 11:02:48,11,2,48
-1.7866954,0.48006263,0.5267334,NORMAL,3582169,1970-02-11 11:02:49,11,2,49
-0.5083375,0.42952737,-0.32301426,NORMAL,3582170,1970-02-11 11:02:50,11,2,50
-0.68196464,-0.5489793,0.7821474,NORMAL,3582170,1970-02-11 11:02:50,11,2,50
-0.89662147,-0.28302214,-1.4763236,NORMAL,3582171,1970-02-11 11:02:51,11,2,51
-0.4600656,-0.07799253,-0.07079029,NORMAL,3582171,1970-02-11 11:02:51,11,2,51
0.52455735,-0.28407782,-1.7639604,NORMAL,3582172,1970-02-11 11:02:52,11,2,52
-0.67088294,0.84231246,-1.6586041,NORMAL,3582172,1970-02-11 11:02:52,11,2,52
0.81731534,0.24751168,0.18594933,NORMAL,3582173,1970-02-11 11:02:53,11,2,53
-0.60963774,0.37096137,0.5363989,NORMAL,3582173,1970-02-11 11:02:53,11,2,53
-0.19407701,0.5433287,-0.094353676,NORMAL,3582174,1970-02-11 11:02:54,11,2,54
-0.09431934,-0.28084219,-0.69957924,NORMAL,3582174,1970-02-11 11:02:54,11,2,54
1.1027882,0.33921474,1.9996471,NORMAL,3582175,1970-02-11 11:02:55,11,2,55
0.46107125,0.11925569,0.717597,NORMAL,3582175,1970-02-11 11:02:55,11,2,55
0.6245923,0.8543519,2.4978342,NORMAL,3582176,1970-02-11 11:02:56,11,2,56
-0.03508973,-0.30013746,-0.4509344,NORMAL,3582177,1970-02-11 11:02:57,11,2,57
0.7773435,-0.51126206,-0.8778868,NORMAL,3582177,1970-02-11 11:02:57,11,2,57
0.2938969,-0.5212779,-0.58337116,NORMAL,3582178,1970-02-11 11:02:58,11,2,58
1.2763681,-0.6096272,-1.564343,NORMAL,3582178,1970-02-11 11:02:58,11,2,58
0.39204073,1.676827,0.3252182,NORMAL,3582179,1970-02-11 11:02:59,11,2,59
0.013323069,0.2913311,0.2111845,NORMAL,3582179,1970-02-11 11:02:59,11,2,59
0.004032135,-0.5515652,1.1263771,NORMAL,3582180,1970-02-11 11:03:00,11,3,0
-0.57864535,-0.05820006,0.3536167,NORMAL,3582180,1970-02-11 11:03:00,11,3,0
-0.84091973,-1.0318019,-0.38201427,NORMAL,3582181,1970-02-11 11:03:01,11,3,1
-1.1112888,-1.8305998,0.017074585,NORMAL,3582181,1970-02-11 11:03:01,11,3,1
-0.31860435,-0.038667113,0.41254234,NORMAL,3582182,1970-02-11 11:03:02,11,3,2
-0.4632684,-0.71750695,0.77836037,NORMAL,3582183,1970-02-11 11:03:03,11,3,3
0.07568765,-0.99077904,0.9452877,NORMAL,3582183,1970-02-11 11:03:03,11,3,3
-0.32444918,-0.9085617,-0.36519527,NORMAL,3582184,1970-02-11 11:03:04,11,3,4
-0.19855988,-0.45891804,-1.2663479,NORMAL,3582184,1970-02-11 11:03:04,11,3,4
-1.5635288,1.0191752,0.42947388,NORMAL,3582185,1970-02-11 11:03:05,11,3,5
1.0316834,-1.6063662,1.8668804,NORMAL,3582185,1970-02-11 11:03:05,11,3,5
-0.6544714,-0.9395842,-1.5642805,NORMAL,3582186,1970-02-11 11:03:06,11,3,6
0.43613315,-0.99568725,-0.08611393,NORMAL,3582186,1970-02-11 11:03:06,11,3,6
-0.94532263,-0.20906377,0.44247913,NORMAL,3582187,1970-02-11 11:03:07,11,3,7
-1.437014,-2.7417195,0.7076912,NORMAL,3582187,1970-02-11 11:03:07,11,3,7
1.6600564,0.7221306,0.57489586,NORMAL,3582188,1970-02-11 11:03:08,11,3,8
0.23064363,-0.6538974,-0.32421684,NORMAL,3582188,1970-02-11 11:03:08,11,3,8
-0.20353615,-0.5653539,0.6320343,NORMAL,3582189,1970-02-11 11:03:09,11,3,9
0.11077726,0.558607,-1.0573921,NORMAL,3582190,1970-02-11 11:03:10,11,3,10
-0.6596614,0.6802355,-1.1388407,NORMAL,3582190,1970-02-11 11:03:10,11,3,10
-0.12636662,1.3175182,-1.4076958,NORMAL,3582191,1970-02-11 11:03:11,11,3,11
-0.28310752,1.2159588,-2.2954235,NORMAL,3582191,1970-02-11 11:03:11,11,3,11
0.48923945,-0.8232906,-1.8737097,NORMAL,3582192,1970-02-11 11:03:12,11,3,12
0.8251127,2.759142,2.0494833,NORMAL,3582192,1970-02-11 11:03:12,11,3,12
1.2067044,3.1695592,-0.26472378,NORMAL,3582193,1970-02-11 11:03:13,11,3,13
1.157718,2.2547152,1.4291716,NORMAL,3582193,1970-02-11 11:03:13,11,3,13
0.011557102,-0.73075366,-0.46395206,NORMAL,3582194,1970-02-11 11:03:14,11,3,14
-0.93155485,1.4298381,2.4605646,NORMAL,3582194,1970-02-11 11:03:14,11,3,14
0.083642006,-0.3354698,-1.2908812,NORMAL,3582195,1970-02-11 11:03:15,11,3,15
-1.2636226,-0.48628935,0.30144215,NORMAL,3582195,1970-02-11 11:03:15,11,3,15
0.36969888,0.34934187,0.44854355,NORMAL,3582196,1970-02-11 11:03:16,11,3,16
1.1194128,-0.6524409,-1.568675,NORMAL,3582197,1970-02-11 11:03:17,11,3,17
0.351197,0.22122414,-0.31466866,NORMAL,3582197,1970-02-11 11:03:17,11,3,17
0.7025583,-1.4865801,-0.8857918,NORMAL,3582198,1970-02-11 11:03:18,11,3,18
0.9193865,-3.1711493,-0.15273952,NORMAL,3582198,1970-02-11 11:03:18,11,3,18
1.1273081,0.17936544,-1.0286589,NORMAL,3582199,1970-02-11 11:03:19,11,3,19
0.74680364,-0.63874984,-0.6953335,NORMAL,3582199,1970-02-11 11:03:19,11,3,19
1.6697543,-0.77294254,-0.9539709,NORMAL,3582200,1970-02-11 11:03:20,11,3,20
2.59615,0.323019,-0.8060026,NORMAL,3582200,1970-02-11 11:03:20,11,3,20
-0.34550655,-1.6460166,0.98339844,NORMAL,3582201,1970-02-11 11:03:21,11,3,21
1.5003293,-0.7748499,-0.15638256,NORMAL,3582201,1970-02-11 11:03:21,11,3,21
1.0580661,-0.9196763,0.362175,NORMAL,3582202,1970-02-11 11:03:22,11,3,22
1.4945731,-0.37236667,-1.8477144,NORMAL,3582202,1970-02-11 11:03:22,11,3,22
0.17629099,-0.7836546,0.6651602,NORMAL,3582203,1970-02-11 11:03:23,11,3,23
1.1866953,-0.04434204,-1.0354071,NORMAL,3582204,1970-02-11 11:03:24,11,3,24
