ID,Lane,Speed,preceding_speed,time_gap,road_condition,label,timestamp
DR_60513,1,85,82,6.0,1,2,1335120339
DR_60513,2,86,84,116.0,1,2,1335120371
DR_60513,1,82,85,67.0,1,2,1335120407
DR_60513,1,82,82,2.0,1,2,1335120409
DR_60513,1,86,82,4.0,1,2,1335120414
DR_60513,1,74,86,9.0,1,2,1335120424
DR_60513,1,85,74,2.0,1,2,1335120426
DR_60513,1,89,85,6.0,1,2,1335120433
DR_60513,1,90,89,11.0,1,2,1335120445
DR_60513,1,82,90,42.0,1,2,1335120488
DR_60513,2,99,86,155.0,1,2,1335120527
DR_60513,1,78,82,154.0,1,2,1335120642
DR_60513,1,83,78,3.0,1,2,1335120646
DR_60513,1,79,83,45.0,1,2,1335120691
DR_60513,1,107,79,94.0,1,2,1335120786
DR_60513,2,80,99,260.0,1,2,1335120787
DR_60513,1,110,107,4.0,1,2,1335120790
DR_60513,1,109,110,,1,2,1335120791
DR_60513,1,86,109,15.0,1,2,1335120806
DR_60513,2,83,80,35.0,1,2,1335120823
DR_60513,2,83,83,1.0,1,2,1335120825
DR_60513,1,83,86,25.0,1,2,1335120831
DR_60513,1,85,83,91.0,1,2,1335120923
DR_60513,1,86,85,2.0,1,2,1335120926
DR_60513,1,84,86,2.0,1,2,1335120929
DR_24213,1,85,78,481.0,1,2,1335137399
DR_24213,1,61,85,95.0,1,2,1335137495
DR_24213,2,96,97,218.0,1,2,1335137496
DR_24213,1,85,61,44.0,1,2,1335137540
DR_24213,1,82,85,112.0,1,2,1335137653
DR_24213,2,103,96,161.0,1,2,1335137657
DR_24213,2,96,103,3.0,1,2,1335137660
DR_24213,2,112,96,13.0,1,2,1335137674
DR_24213,2,86,112,8.0,1,2,1335137683
DR_24213,2,80,86,,1,2,1335137684
DR_12095,2,100,87,272.0,1,1,1335140186
DR_12095,2,81,100,72.0,1,1,1335140259
DR_12095,1,75,92,810.0,1,1,1335140661
DR_52109,1,76,86,245.0,1,2,1335142490
DR_52109,1,85,76,727.0,1,2,1335143217
DR_33549,2,86,105,1739.0,1,2,1335144042
DR_33549,1,80,85,864.0,1,2,1335144083
DR_25672,1,90,90,1289.0,1,2,1335146443
DR_25672,1,88,90,43.0,1,2,1335146487
DR_40667,1,81,68,1461.0,1,2,1335150127
DR_40667,1,74,81,276.0,1,2,1335150405
DR_40667,1,75,74,782.0,1,2,1335151188
DR_51178,2,89,86,782.0,1,2,1335151921
DR_51178,2,90,89,4.0,1,2,1335151926
DR_51178,1,80,75,4.0,1,2,1335153144
DR_19881,1,69,80,734.0,1,2,1335153879
DR_19881,2,88,82,285.0,1,2,1335156351
DR_58816,1,69,79,633.0,1,2,1335156914
DR_58816,1,66,69,1.0,1,2,1335156917
DR_63686,2,94,98,70.0,1,1,1335161698
DR_63686,2,85,94,168.0,1,1,1335161867
DR_63686,1,77,82,217.0,1,1,1335161906
DR_63686,1,81,77,1.0,1,1,1335161908
DR_63686,2,88,85,62.0,1,1,1335161930
DR_63686,2,89,88,9.0,1,1,1335161939
DR_63686,1,85,81,371.0,1,1,1335162280
DR_32040,1,88,63,716.0,1,1,1335164458
DR_32040,1,72,88,100.0,1,1,1335164558
DR_32040,1,80,72,268.0,1,1,1335164827
DR_32040,2,80,87,666.0,1,1,1335164995
DR_23222,2,92,82,550.0,1,2,1335166262
DR_23222,1,87,83,117.0,1,2,1335166292
DR_23222,1,84,87,173.0,1,2,1335166466
DR_23222,2,97,92,211.0,1,2,1335166473
DR_23222,2,96,97,28.0,1,2,1335166502
DR_23222,2,94,96,17.0,1,2,1335166519
DR_23222,1,84,84,53.0,1,2,1335166520
DR_23222,1,88,84,165.0,1,2,1335166685
DR_23222,1,85,88,7.0,1,2,1335166693
DR_23222,1,90,85,43.0,1,2,1335166737
DR_55979,1,84,81,210.0,1,2,1335168985
DR_55979,2,69,92,856.0,1,2,1335169259
DR_55979,2,96,69,28.0,1,2,1335169288
DR_55979,1,79,84,334.0,1,2,1335169320
DR_55979,1,84,79,48.0,1,2,1335169369
DR_55979,2,80,96,85.0,1,2,1335169374
DR_55979,2,79,80,1.0,1,2,1335169376
DR_55979,1,82,84,114.0,1,2,1335169484
DR_55979,2,79,79,132.0,1,2,1335169509
DR_55979,1,72,82,43.0,1,2,1335169528
DR_44509,2,80,82,314.0,1,1,1335170107
DR_44509,1,71,78,672.0,1,1,1335170284
DR_44509,1,56,71,38.0,1,1,1335170323
DR_71273,1,86,79,307.0,1,1,1335172526
DR_71273,2,82,104,97.0,1,1,1335172551
DR_71273,2,73,82,91.0,1,1,1335172643
DR_71273,1,88,86,144.0,1,1,1335172670
DR_71273,2,84,73,64.0,1,1,1335172708
DR_71273,2,83,84,1.0,1,1,1335172710
DR_71273,1,76,88,133.0,1,1,1335172804
DR_71273,2,99,83,101.0,1,1,1335172812
DR_71273,2,89,99,197.0,1,1,1335173009
DR_71273,1,80,76,230.0,1,1,1335173035
DR_71273,2,50,89,43.0,1,1,1335173054
DR_11345,1,79,86,77.0,1,1,1335174323
DR_11345,2,67,84,249.0,1,1,1335174523
DR_11345,1,81,79,264.0,1,1,1335174588
DR_11345,1,80,81,3.0,1,1,1335174592
DR_11345,1,76,80,4.0,1,1,1335174598
DR_11345,1,76,76,42.0,1,1,1335174641
DR_11345,2,84,67,196.0,1,1,1335174720
DR_11345,1,79,76,151.0,1,1,1335174792
DR_11345,2,88,84,75.0,1,1,1335174796
DR_11345,1,86,79,6.0,1,1,1335174799
DR_11345,2,89,88,14.0,1,1,1335174811
DR_11345,2,92,89,6.0,1,1,1335174818
DR_11345,2,89,92,6.0,1,1,1335174825
DR_11345,2,88,89,3.0,1,1,1335174829
DR_11345,2,65,88,28.0,1,1,1335174858
DR_11345,2,77,65,75.0,1,1,1335174933
DR_11345,2,98,77,9.0,1,1,1335174943
DR_48974,2,86,82,89.0,1,1,1335175259
DR_48974,1,76,84,108.0,1,1,1335175263
DR_48974,1,75,76,1.0,1,1,1335175264
DR_48974,1,73,75,84.0,1,1,1335175349
DR_48974,2,87,86,148.0,1,1,1335175408
DR_48974,2,76,87,77.0,1,1,1335175486
DR_48974,2,74,76,37.0,1,1,1335175524
DR_48974,1,81,73,176.0,1,1,1335175526
DR_48974,1,80,81,13.0,1,1,1335175540
DR_48974,2,82,74,227.0,1,1,1335175751
DR_62711,1,71,81,43.0,1,1,1335176098
DR_62711,2,91,84,151.0,1,1,1335176231
DR_62711,2,103,91,26.0,1,1,1335176258
DR_62711,1,77,71,196.0,1,1,1335176295
DR_62711,1,83,77,2.0,1,1,1335176298
DR_62711,1,83,83,4.0,1,1,1335176303
DR_62711,2,39,103,47.0,1,1,1335176305
DR_62711,1,83,83,1.0,1,1,1335176306
DR_62711,1,85,83,,1,1,1335176307
DR_62711,1,82,85,3.0,1,1,1335176311
DR_62711,2,85,39,123.0,1,1,1335176429
DR_62711,2,85,85,1.0,1,1,1335176431
DR_62711,2,86,85,82.0,1,1,1335176514
DR_62711,2,82,86,53.0,1,1,1335176568
DR_62711,2,86,82,14.0,1,1,1335176583
DR_62711,1,91,82,281.0,1,1,1335176593
DR_62711,2,78,86,144.0,1,1,1335176727
DR_62711,2,75,78,3.0,1,1,1335176732
DR_27170,2,85,98,51.0,1,2,1335177031
DR_27170,2,87,85,59.0,1,2,1335177090
DR_27170,2,79,87,11.0,1,2,1335177102
DR_27170,1,74,91,523.0,1,2,1335177117
DR_27170,1,83,74,116.0,1,2,1335177233
DR_27170,2,95,79,172.0,1,2,1335177274
DR_27170,2,77,95,73.0,1,2,1335177348
DR_27170,2,78,77,9.0,1,2,1335177357
DR_27170,1,85,83,179.0,1,2,1335177414
DR_27170,1,85,85,2.0,1,2,1335177417
DR_27170,2,83,78,81.0,1,2,1335177439
DR_27170,2,83,83,205.0,1,2,1335177645
DR_28395,2,87,85,111.0,1,2,1335178847
DR_28395,2,84,87,8.0,1,2,1335178856
DR_28395,1,55,66,410.0,1,2,1335178877
DR_28395,2,78,84,178.0,1,2,1335179036
DR_28395,2,87,78,68.0,1,2,1335179104
DR_28395,1,77,55,243.0,1,2,1335179121
DR_28395,2,90,87,50.0,1,2,1335179155
DR_28395,2,92,90,11.0,1,2,1335179167
DR_28395,1,85,77,94.0,1,2,1335179216
DR_28395,1,72,85,10.0,1,2,1335179227
DR_28395,2,96,92,77.0,1,2,1335179245
DR_28395,2,83,96,24.0,1,2,1335179270
DR_28395,2,77,83,102.0,1,2,1335179373
DR_38262,1,81,83,570.0,1,2,1335429421
DR_38262,1,73,81,80.0,1,2,1335429502
DR_38262,2,79,80,559.0,1,2,1335429622
DR_34205,1,81,86,617.0,1,2,1335430986
DR_34205,2,93,89,479.0,1,2,1335431083
DR_34205,1,83,81,167.0,1,2,1335431154
DR_34205,1,80,83,183.0,1,2,1335431338
DR_15090,2,85,90,291.0,1,2,1335431917
DR_15090,2,84,85,39.0,1,2,1335431957
DR_15090,2,90,84,91.0,1,2,1335432049
DR_15090,1,83,90,475.0,1,2,1335432050
DR_15090,1,81,83,12.0,1,2,1335432063
DR_15090,2,95,90,88.0,1,2,1335432137
DR_15090,2,90,95,25.0,1,2,1335432163
DR_15090,1,73,81,129.0,1,2,1335432193
DR_15090,1,79,73,28.0,1,2,1335432221
DR_15090,2,80,90,76.0,1,2,1335432240
DR_15090,2,82,80,11.0,1,2,1335432251
DR_15090,2,84,82,21.0,1,2,1335432274
DR_15846,1,84,79,407.0,1,1,1335432629
DR_15846,1,88,84,1.0,1,1,1335432631
DR_15846,1,83,88,123.0,1,1,1335432755
DR_15846,1,66,83,105.0,1,1,1335432861
DR_15846,1,87,66,36.0,1,1,1335432899
DR_15846,2,96,85,606.0,1,1,1335433070
DR_15846,2,73,96,34.0,1,1,1335433105
DR_15846,1,75,87,243.0,1,1,1335433143
DR_15846,2,80,73,41.0,1,1,1335433146
DR_15846,1,79,75,44.0,1,1,1335433187
DR_15846,2,93,80,89.0,1,1,1335433236
DR_5668,1,77,90,277.0,1,2,1335434423
DR_5668,2,80,81,359.0,1,2,1335434479
DR_5668,2,87,80,76.0,1,2,1335434555
DR_5668,2,76,87,52.0,1,2,1335434608
DR_5668,1,79,77,205.0,1,2,1335434629
DR_5668,2,93,76,65.0,1,2,1335434674
DR_5668,2,81,93,22.0,1,2,1335434696
DR_5668,2,77,81,1.0,1,2,1335434699
DR_5668,1,82,79,182.0,1,2,1335434813
DR_5668,1,83,82,35.0,1,2,1335434849
DR_5668,2,86,77,216.0,1,2,1335434916
DR_5668,2,89,86,43.0,1,2,1335434960
DR_18740,2,81,68,49.0,1,2,1335435336
DR_18740,1,78,48,182.0,1,2,1335435474
DR_18740,1,79,78,3.0,1,2,1335435478
DR_18740,2,92,81,210.0,1,2,1335435547
DR_18740,1,71,79,87.0,1,2,1335435566
DR_18740,2,84,92,33.0,1,2,1335435581
DR_18740,1,82,71,27.0,1,2,1335435594
DR_18740,2,94,84,80.0,1,2,1335435662
DR_18740,2,87,94,98.0,1,2,1335435761
DR_18740,1,65,82,272.0,1,2,1335435867
DR_18740,1,86,65,2.0,1,2,1335435869
DR_18740,2,85,87,149.0,1,2,1335435910
DR_68288,2,82,86,71.0,1,2,1335436201
DR_68288,2,83,82,27.0,1,2,1335436229
DR_68288,2,74,83,42.0,1,2,1335436272
DR_68288,1,75,82,135.0,1,2,1335436282
DR_68288,2,86,74,26.0,1,2,1335436299
DR_68288,2,92,86,90.0,1,2,1335436389
DR_68288,2,86,92,21.0,1,2,1335436411
DR_68288,1,89,75,230.0,1,2,1335436513
DR_68288,1,92,89,22.0,1,2,1335436536
DR_68288,1,76,92,36.0,1,2,1335436573
DR_68288,1,78,76,28.0,1,2,1335436602
DR_68288,2,88,86,213.0,1,2,1335436625
DR_68288,2,89,88,41.0,1,2,1335436668
DR_68288,1,87,78,157.0,1,2,1335436760
DR_68288,2,85,89,122.0,1,2,1335436791
DR_69948,2,99,87,207.0,1,2,1335437122
DR_69948,1,88,87,504.0,1,2,1335437265
DR_69948,2,87,99,189.0,1,2,1335437312
DR_69948,2,87,87,6.0,1,2,1335437319
DR_69948,2,84,87,95.0,1,2,1335437415
DR_69948,2,82,84,29.0,1,2,1335437444
DR_69948,2,83,82,9.0,1,2,1335437455
DR_69948,1,77,88,199.0,1,2,1335437466
DR_69948,2,81,83,43.0,1,2,1335437499
DR_69948,2,80,81,29.0,1,2,1335437529
DR_69948,2,102,80,56.0,1,2,1335437586
DR_69948,1,78,77,132.0,1,2,1335437598
DR_69948,1,88,78,17.0,1,2,1335437617
DR_69948,2,81,102,89.0,1,2,1335437676
DR_27726,2,109,90,52.0,1,2,1335438018
DR_27726,2,81,109,136.0,1,2,1335438155
DR_27726,2,82,81,27.0,1,2,1335438183
DR_27726,2,81,82,84.0,1,2,1335438268
DR_27726,1,79,83,359.0,1,2,1335438326
DR_27726,2,87,81,109.0,1,2,1335438378
DR_27726,2,85,87,1.0,1,2,1335438380
DR_27726,1,86,79,56.0,1,2,1335438384
DR_27726,2,82,85,25.0,1,2,1335438406
DR_27726,1,82,86,21.0,1,2,1335438407
DR_27726,1,77,82,12.0,1,2,1335438419
DR_27726,2,78,82,115.0,1,2,1335438522
DR_27726,2,95,78,65.0,1,2,1335438587
DR_75228,2,94,87,224.0,1,2,1335439099
DR_75228,2,81,94,6.0,1,2,1335439105
DR_75228,2,86,81,76.0,1,2,1335439183
DR_75228,2,87,86,3.0,1,2,1335439187
DR_75228,2,82,87,15.0,1,2,1335439203
DR_75228,2,88,82,65.0,1,2,1335439268
DR_75228,2,88,88,43.0,1,2,1335439312
DR_75228,1,81,78,641.0,1,2,1335439349
DR_75228,1,86,81,73.0,1,2,1335439423
DR_75228,2,77,88,159.0,1,2,1335439472
DR_75228,2,75,77,,1,2,1335439473
DR_75228,1,71,86,67.0,1,2,1335439491
DR_21443,1,80,80,176.0,1,2,1335439836
DR_21443,2,87,86,60.0,1,2,1335439855
DR_21443,2,83,87,76.0,1,2,1335439933
DR_21443,2,79,83,53.0,1,2,1335439987
DR_21443,2,77,79,93.0,1,2,1335440080
DR_21443,2,80,77,61.0,1,2,1335440142
DR_21443,2,80,80,1.0,1,2,1335440144
DR_21443,2,88,80,44.0,1,2,1335440189
DR_21443,1,82,80,353.0,1,2,1335440190
DR_21443,1,85,82,4.0,1,2,1335440195
DR_21443,1,83,85,4.0,1,2,1335440201
DR_21443,2,95,88,57.0,1,2,1335440247
DR_21443,2,113,95,22.0,1,2,1335440270
DR_21443,2,87,113,143.0,1,2,1335440413
DR_21443,2,87,87,1.0,1,2,1335440415
DR_21443,2,88,87,5.0,1,2,1335440421
DR_67935,2,86,75,47.0,1,1,1335440721
DR_67935,2,79,86,55.0,1,1,1335440776
DR_67935,1,72,84,255.0,1,1,1335440779
DR_67935,1,72,72,2.0,1,1,1335440783
DR_67935,2,80,79,24.0,1,1,1335440801
DR_67935,2,89,80,99.0,1,1,1335440901
DR_67935,2,85,89,89.0,1,1,1335440991
DR_67935,2,66,85,66.0,1,1,1335441058
DR_67935,2,64,66,3.0,1,1,1335441061
DR_67935,2,64,64,4.0,1,1,1335441066
DR_67935,2,63,64,2.0,1,1,1335441068
DR_67935,2,64,63,2.0,1,1,1335441071
DR_67935,2,77,64,19.0,1,1,1335441091
DR_67935,2,84,77,72.0,1,1,1335441164
DR_67935,2,91,84,8.0,1,1,1335441172
DR_67935,1,72,72,445.0,1,1,1335441229
DR_67935,2,88,91,85.0,1,1,1335441258
DR_67935,1,78,72,33.0,1,1,1335441262
DR_67935,1,80,78,1.0,1,1,1335441264
DR_67935,1,86,80,73.0,1,1,1335441338
DR_67935,1,84,86,1.0,1,1,1335441340
DR_27948,2,90,85,170.0,1,2,1335441606
DR_27948,1,90,82,141.0,1,2,1335441607
DR_27948,2,119,90,29.0,1,2,1335441636
DR_27948,2,90,119,9.0,1,2,1335441646
DR_27948,2,83,90,5.0,1,2,1335441651
DR_27948,2,82,83,1.0,1,2,1335441653
DR_27948,2,82,82,1.0,1,2,1335441655
DR_27948,2,81,82,2.0,1,2,1335441657
DR_27948,2,73,81,2.0,1,2,1335441660
DR_27948,2,72,73,1.0,1,2,1335441662
DR_27948,2,75,72,2.0,1,2,1335441664
DR_27948,2,82,75,7.0,1,2,1335441672
DR_27948,1,82,90,217.0,1,2,1335441824
DR_27948,2,80,82,160.0,1,2,1335441833
DR_27948,1,73,82,8.0,1,2,1335441834
DR_27948,2,81,80,8.0,1,2,1335441842
DR_27948,2,39,81,56.0,1,2,1335441899
DR_27948,2,82,39,36.0,1,2,1335441935
DR_27948,2,83,82,,1,2,1335441936
DR_27948,1,95,73,124.0,1,2,1335441958
DR_27948,1,70,95,50.0,1,2,1335442009
DR_27948,1,86,70,12.0,1,2,1335442022
DR_27948,2,65,83,128.0,1,2,1335442066
DR_27948,2,58,65,5.0,1,2,1335442072
DR_27948,2,62,58,9.0,1,2,1335442082
DR_27948,2,62,62,1.0,1,2,1335442085
DR_27948,2,70,62,1.0,1,2,1335442087
DR_27948,2,88,70,22.0,1,2,1335442110
DR_27948,1,84,86,137.0,1,2,1335442160
DR_27948,1,77,84,12.0,1,2,1335442173
DR_27948,1,85,77,9.0,1,2,1335442183
DR_27948,2,78,88,121.0,1,2,1335442232
DR_27948,2,83,78,10.0,1,2,1335442243
DR_46368,2,83,77,53.0,1,2,1335442544
DR_46368,2,86,83,12.0,1,2,1335442558
DR_46368,2,84,86,3.0,1,2,1335442562
DR_46368,2,89,84,10.0,1,2,1335442573
DR_46368,2,85,89,20.0,1,2,1335442594
DR_46368,2,89,85,1.0,1,2,1335442595
DR_46368,2,82,89,4.0,1,2,1335442600
DR_46368,1,86,84,175.0,1,2,1335442666
DR_46368,1,79,86,88.0,1,2,1335442755
DR_46368,1,80,79,6.0,1,2,1335442761
DR_46368,1,83,80,52.0,1,2,1335442814
DR_46368,2,79,82,243.0,1,2,1335442844
DR_46368,2,85,79,47.0,1,2,1335442892
DR_46368,2,82,85,26.0,1,2,1335442919
DR_46368,2,84,82,10.0,1,2,1335442930
DR_46368,1,81,83,135.0,1,2,1335442950
DR_46368,2,86,84,188.0,1,2,1335443119
DR_36577,2,85,82,61.0,1,2,1335443415
DR_36577,2,84,85,4.0,1,2,1335443420
DR_36577,2,83,84,2.0,1,2,1335443422
DR_36577,2,82,83,5.0,1,2,1335443428
DR_36577,2,102,82,145.0,1,2,1335443575
DR_36577,2,82,102,35.0,1,2,1335443610
DR_36577,1,81,86,367.0,1,2,1335443744
DR_36577,1,89,81,70.0,1,2,1335443815
DR_36577,2,82,82,214.0,1,2,1335443826
DR_36577,2,97,82,40.0,1,2,1335443866
DR_36577,1,96,89,101.0,1,2,1335443917
DR_36577,2,82,97,52.0,1,2,1335443919
DR_36577,1,75,96,75.0,1,2,1335443993
DR_36577,1,65,75,31.0,1,2,1335444025
DR_36577,2,86,82,112.0,1,2,1335444031
DR_56601,2,83,86,325.0,1,2,1335444357
DR_56601,1,87,65,339.0,1,2,1335444364
DR_56601,2,83,83,23.0,1,2,1335444380
DR_56601,2,86,83,2.0,1,2,1335444383
DR_56601,2,83,86,24.0,1,2,1335444407
DR_56601,2,69,83,35.0,1,2,1335444443
DR_56601,2,87,69,22.0,1,2,1335444466
DR_56601,2,87,87,27.0,1,2,1335444493
DR_56601,1,89,87,174.0,1,2,1335444539
DR_56601,2,83,87,81.0,1,2,1335444575
DR_56601,1,80,89,37.0,1,2,1335444576
DR_56601,2,116,83,81.0,1,2,1335444657
DR_56601,2,85,116,6.0,1,2,1335444664
DR_56601,1,77,80,106.0,1,2,1335444683
DR_56601,2,84,85,21.0,1,2,1335444686
DR_56601,1,75,77,27.0,1,2,1335444710
DR_56601,2,90,84,84.0,1,2,1335444771
DR_56601,1,90,75,96.0,1,2,1335444807
DR_56601,2,95,90,81.0,1,2,1335444853
DR_56601,1,89,90,94.0,1,2,1335444902
DR_55530,2,82,76,30.0,1,2,1335445216
DR_55530,2,82,82,16.0,1,2,1335445233
DR_55530,2,89,82,138.0,1,2,1335445372
DR_55530,1,76,74,273.0,1,2,1335445462
DR_55530,1,100,76,2.0,1,2,1335445464
DR_55530,1,87,100,66.0,1,2,1335445531
DR_55530,2,86,89,212.0,1,2,1335445586
DR_55530,1,100,87,77.0,1,2,1335445610
DR_55530,2,81,86,185.0,1,2,1335445772
DR_55530,2,102,81,3.0,1,2,1335445777
DR_55530,1,80,100,214.0,1,2,1335445824
DR_41721,2,91,104,238.0,1,2,1335446188
DR_41721,2,97,91,243.0,1,2,1335446432
DR_41721,2,80,97,82.0,1,2,1335446514
DR_41721,1,79,78,501.0,1,2,1335446579
DR_41721,1,82,79,13.0,1,2,1335446593
DR_41721,2,92,80,104.0,1,2,1335446619
DR_41721,1,77,82,117.0,1,2,1335446711
DR_41721,2,82,92,96.0,1,2,1335446715
DR_41721,2,85,82,17.0,1,2,1335446734
DR_41721,1,91,77,21.0,1,2,1335446735
DR_22170,2,87,76,100.0,1,2,1335447034
DR_22170,1,75,91,376.0,1,2,1335447111
DR_22170,2,83,87,117.0,1,2,1335447152
DR_22170,2,86,83,3.0,1,2,1335447156
DR_22170,1,90,75,60.0,1,2,1335447172
DR_22170,2,89,86,69.0,1,2,1335447225
DR_22170,1,74,90,85.0,1,2,1335447258
DR_22170,2,106,89,43.0,1,2,1335447269
DR_22170,1,79,74,21.0,1,2,1335447280
DR_22170,2,74,106,21.0,1,2,1335447291
DR_22170,2,70,74,6.0,1,2,1335447298
DR_22170,1,86,79,26.0,1,2,1335447307
DR_22170,2,84,70,217.0,1,2,1335447515
DR_22170,2,85,84,2.0,1,2,1335447518
DR_22170,2,88,85,,1,2,1335447519
DR_22170,2,90,88,2.0,1,2,1335447521
DR_22170,2,96,90,45.0,1,2,1335447567
DR_22170,1,76,86,288.0,1,2,1335447597
DR_22170,2,90,96,40.0,1,2,1335447608
DR_22170,2,96,90,14.0,1,2,1335447622
DR_16164,2,84,72,90.0,1,2,1335447937
DR_16164,2,87,84,34.0,1,2,1335447972
DR_16164,2,89,87,3.0,1,2,1335447975
DR_16164,2,84,89,4.0,1,2,1335447980
DR_16164,1,88,82,214.0,1,2,1335448043
DR_16164,1,75,88,72.0,1,2,1335448115
DR_16164,1,75,75,2.0,1,2,1335448118
DR_16164,1,75,75,2.0,1,2,1335448121
DR_16164,1,77,75,2.0,1,2,1335448124
DR_16164,2,92,84,150.0,1,2,1335448131
DR_16164,2,85,92,57.0,1,2,1335448188
DR_16164,1,82,77,63.0,1,2,1335448189
DR_16164,2,98,85,2.0,1,2,1335448191
DR_16164,2,95,98,18.0,1,2,1335448210
DR_16164,2,88,95,24.0,1,2,1335448235
DR_16164,1,87,82,45.0,1,2,1335448236
DR_16164,2,97,88,21.0,1,2,1335448258
DR_16164,1,84,87,90.0,1,2,1335448326
DR_16164,1,76,84,36.0,1,2,1335448362
DR_16164,2,83,97,135.0,1,2,1335448394
DR_16164,2,90,83,7.0,1,2,1335448402
DR_16164,2,77,90,69.0,1,2,1335448471
DR_16164,2,79,77,1.0,1,2,1335448473
DR_16164,2,78,79,2.0,1,2,1335448475
DR_16164,1,87,76,176.0,1,2,1335448539
DR_13818,2,84,94,54.0,1,2,1335455109
DR_13818,1,73,93,103.0,1,2,1335455143
DR_13818,1,75,73,39.0,1,2,1335455184
DR_13818,1,75,75,4.0,1,2,1335455189
DR_13818,1,83,75,2.0,1,2,1335455192
DR_13818,1,83,83,31.0,1,2,1335455224
DR_13818,1,84,83,47.0,1,2,1335455272
DR_13818,1,87,84,9.0,1,2,1335455282
DR_13818,1,84,87,79.0,1,2,1335455361
DR_13818,2,97,84,285.0,1,2,1335455396
DR_13818,1,86,84,60.0,1,2,1335455422
DR_13818,2,85,97,68.0,1,2,1335455465
DR_13818,1,83,86,56.0,1,2,1335455479
DR_13818,1,90,83,38.0,1,2,1335455518
DR_13818,2,99,85,70.0,1,2,1335455536
DR_13818,2,85,99,89.0,1,2,1335455625
DR_13818,2,85,85,3.0,1,2,1335455629
DR_13818,1,81,90,125.0,1,2,1335455644
DR_13818,2,93,85,24.0,1,2,1335455654
DR_13818,1,85,81,15.0,1,2,1335455660
DR_13818,2,82,93,41.0,1,2,1335455695
DR_13818,1,78,85,77.0,1,2,1335455738
DR_57966,2,99,84,66.0,1,2,1335460520
DR_57966,1,80,95,76.0,1,2,1335460529
DR_57966,2,75,99,11.0,1,2,1335460531
DR_57966,1,82,80,6.0,1,2,1335460536
DR_57966,2,88,75,20.0,1,2,1335460552
DR_57966,1,80,82,68.0,1,2,1335460605
DR_57966,2,77,88,54.0,1,2,1335460607
DR_57966,1,84,80,7.0,1,2,1335460612
DR_57966,2,80,77,42.0,1,2,1335460650
DR_57966,2,81,80,,1,2,1335460651
DR_57966,2,81,81,,1,2,1335460652
DR_57966,1,97,84,100.0,1,2,1335460714
DR_57966,2,102,81,131.0,1,2,1335460785
DR_57966,2,96,102,52.0,1,2,1335460838
DR_57966,2,95,96,38.0,1,2,1335460877
DR_57966,2,87,95,46.0,1,2,1335460923
DR_57966,1,74,97,228.0,1,2,1335460942
DR_57966,1,68,74,43.0,1,2,1335460986
DR_10730,1,83,82,89.0,1,2,1335463275
DR_10730,1,84,83,1.0,1,2,1335463278
DR_10730,1,78,84,4.0,1,2,1335463282
DR_10730,2,73,93,149.0,1,2,1335463301
DR_10730,2,76,73,,1,2,1335463302
DR_10730,1,90,78,29.0,1,2,1335463312
DR_10730,1,81,90,4.0,1,2,1335463318
DR_10730,2,108,76,37.0,1,2,1335463340
DR_10730,1,74,81,24.0,1,2,1335463343
DR_10730,2,82,108,158.0,1,2,1335463499
DR_10730,2,87,82,24.0,1,2,1335463524
DR_10730,2,88,87,20.0,1,2,1335463546
DR_10730,2,79,88,109.0,1,2,1335463656
DR_10730,2,105,79,2.0,1,2,1335463658
DR_10730,2,94,105,5.0,1,2,1335463664
DR_10730,1,79,74,324.0,1,2,1335463667
DR_10730,1,77,79,9.0,1,2,1335463677
DR_10730,1,83,77,5.0,1,2,1335463683
DR_10730,2,94,94,83.0,1,2,1335463748
DR_10730,2,95,94,23.0,1,2,1335463772
DR_10730,1,79,83,128.0,1,2,1335463812
DR_10730,1,80,79,2.0,1,2,1335463815
DR_10730,1,79,80,2.0,1,2,1335463817
DR_10730,1,83,79,2.0,1,2,1335463820
DR_10730,1,82,83,3.0,1,2,1335463824
DR_67119,2,75,96,63.0,1,1,1335468601
DR_67119,2,84,75,11.0,1,1,1335468613
DR_67119,2,88,84,139.0,1,1,1335468752
DR_67119,1,80,93,209.0,1,1,1335468790
DR_67119,1,81,80,32.0,1,1,1335468823
DR_67119,1,82,81,1.0,1,1,1335468825
DR_67119,2,99,88,108.0,1,1,1335468861
DR_67119,1,74,82,50.0,1,1,1335468876
DR_67119,1,95,74,39.0,1,1,1335468916
DR_67119,2,100,99,69.0,1,1,1335468931
DR_67119,2,64,100,54.0,1,1,1335468986
DR_67119,2,104,64,28.0,1,1,1335469015
DR_67119,2,87,104,64.0,1,1,1335469080
DR_67119,1,96,95,188.0,1,1,1335469105
DR_67119,1,85,96,25.0,1,1,1335469131
DR_67119,1,83,85,111.0,1,1,1335469243
DR_67119,2,91,87,170.0,1,1,1335469251
DR_12935,1,112,89,55.0,1,1,1335471350
DR_12935,1,84,112,35.0,1,1,1335471385
DR_12935,1,85,84,1.0,1,1,1335471387
DR_12935,1,106,85,81.0,1,1,1335471469
DR_12935,1,112,106,3.0,1,1,1335471473
DR_12935,2,94,87,425.0,1,1,1335471498
DR_12935,1,89,112,40.0,1,1,1335471514
DR_12935,2,89,94,82.0,1,1,1335471581
DR_12935,1,97,89,94.0,1,1,1335471609
DR_12935,2,89,89,39.0,1,1,1335471621
DR_12935,1,77,97,50.0,1,1,1335471660
DR_12935,2,86,89,171.0,1,1,1335471794
