ID,Lane,Speed,preceding_speed,time_gap,road_condition,timestamp
DR_38016,1,78,69,83.0,1,1334323901
DR_38016,2,81,76,139.0,1,1334323932
DR_38016,2,83,81,1.0,1,1334323934
DR_38016,1,96,78,77.0,1,1334323978
DR_38016,2,79,83,52.0,1,1334323987
DR_38016,2,80,79,1.0,1,1334323988
DR_38016,2,91,80,6.0,1,1334323995
DR_38016,1,76,96,106.0,1,1334324085
DR_38016,2,90,91,100.0,1,1334324096
DR_38016,2,96,90,103.0,1,1334324200
DR_38016,2,70,96,28.0,1,1334324229
DR_38016,2,92,70,11.0,1,1334324240
DR_38016,2,97,92,2.0,1,1334324243
DR_38016,2,90,97,5.0,1,1334324248
DR_38016,2,85,90,41.0,1,1334324290
DR_38016,2,88,85,3.0,1,1334324294
DR_38016,1,86,76,259.0,1,1334324345
DR_38016,2,98,88,59.0,1,1334324354
DR_38016,2,90,98,21.0,1,1334324376
DR_38016,2,83,90,23.0,1,1334324399
DR_38016,2,84,83,22.0,1,1334324422
DR_20004,1,90,77,85.0,1,1334327407
DR_20004,1,53,90,72.0,1,1334327480
DR_20004,1,81,53,29.0,1,1334327510
DR_20004,2,83,79,226.0,1,1334327585
DR_20004,2,81,83,42.0,1,1334327628
DR_20004,1,81,81,118.0,1,1334327629
DR_20004,2,80,81,49.0,1,1334327679
DR_20004,1,76,81,58.0,1,1334327687
DR_20004,2,85,80,129.0,1,1334327808
DR_20004,2,81,85,1.0,1,1334327810
DR_20004,2,79,81,1.0,1,1334327811
DR_20004,1,77,76,127.0,1,1334327815
DR_20004,1,86,77,33.0,1,1334327848
DR_20004,2,102,79,41.0,1,1334327853
DR_20004,2,82,102,70.0,1,1334327923
DR_20004,2,92,82,17.0,1,1334327941
DR_20004,1,81,86,148.0,1,1334327997
DR_20004,1,79,81,,1,1334327998
DR_20004,1,83,79,8.0,1,1334328007
DR_60082,2,84,98,106.0,1,1334343604
DR_60082,2,82,84,4.0,1,1334343608
DR_60082,1,71,86,127.0,1,1334343649
DR_60082,2,97,82,77.0,1,1334343687
DR_60082,2,113,97,164.0,1,1334343851
DR_60082,1,85,71,229.0,1,1334343879
DR_60082,1,70,85,25.0,1,1334343904
DR_60082,2,86,113,175.0,1,1334344027
DR_60082,2,91,86,3.0,1,1334344031
DR_60082,2,85,91,3.0,1,1334344035
DR_60082,2,78,85,52.0,1,1334344088
DR_60082,2,87,78,26.0,1,1334344115
DR_60082,2,92,87,16.0,1,1334344132
DR_60082,2,78,92,63.0,1,1334344195
DR_49737,2,73,100,83.0,1,1334358049
DR_49737,1,83,88,171.0,1,1334358092
DR_49737,1,83,83,9.0,1,1334358102
DR_49737,1,84,83,4.0,1,1334358108
DR_49737,2,76,73,271.0,1,1334358321
DR_49737,1,77,84,261.0,1,1334358370
DR_49737,1,82,77,269.0,1,1334358640
DR_24276,2,89,82,1017.0,2,1334363459
DR_24276,1,88,83,1087.0,2,1334363567
DR_24276,1,79,88,110.0,2,1334363677
DR_24276,1,81,79,36.0,2,1334363714
DR_24276,1,90,81,148.0,2,1334363864
DR_24276,1,72,90,10.0,2,1334363875
DR_24276,1,77,72,84.0,2,1334363960
DR_46821,2,86,80,159.0,2,1334364375
DR_46821,2,87,86,1.0,2,1334364377
DR_46821,1,89,77,628.0,2,1334364588
DR_46821,1,89,89,72.0,2,1334364661
DR_46821,2,89,87,394.0,2,1334364772
DR_46821,1,77,89,126.0,2,1334364788
DR_46821,1,88,77,149.0,2,1334364938
DR_6691,1,47,88,288.0,2,1334365228
DR_6691,1,43,47,6.0,2,1334365234
DR_6691,1,88,43,23.0,2,1334365258
DR_6691,1,108,88,301.0,2,1334365561
DR_74308,1,88,108,722.0,2,1334366283
DR_74308,1,88,88,80.0,2,1334366364
DR_74308,1,84,88,83.0,2,1334366448
DR_74308,2,90,77,1525.0,2,1334366580
DR_74308,2,87,90,162.0,2,1334366743
DR_42810,1,86,84,721.0,2,1334367171
DR_42810,1,105,86,124.0,2,1334367296
DR_42810,1,88,105,209.0,2,1334367505
DR_42810,2,67,87,774.0,2,1334367518
DR_42810,2,66,67,1.0,2,1334367519
DR_42810,2,68,66,1.0,2,1334367522
DR_49061,2,81,68,399.0,2,1334367921
DR_49061,2,85,81,104.0,2,1334368026
DR_49061,1,86,75,304.0,2,1334368171
DR_49061,1,88,86,89.0,2,1334368261
DR_49061,1,87,88,2.0,2,1334368264
DR_49061,1,89,87,186.0,2,1334368451
DR_49061,2,89,85,424.0,2,1334368452
DR_49061,2,89,89,,2,1334368453
DR_49430,1,72,83,421.0,2,1334375307
DR_49430,2,66,88,421.0,2,1334375596
DR_49430,2,94,78,1467.0,2,1334377231
DR_12118,2,81,69,34.0,2,1334381833
DR_12118,2,110,81,15.0,2,1334381849
DR_73062,1,93,86,1213.0,2,1334382372
DR_73062,2,84,72,357.0,2,1334382442
DR_73062,1,82,93,345.0,2,1334382717
DR_22937,2,97,94,448.0,2,1334385420
DR_22937,2,78,97,77.0,2,1334385497
DR_37851,1,77,76,729.0,2,1334386446
DR_37851,2,79,78,971.0,2,1334386469
DR_24063,2,84,81,1496.0,1,1334445457
DR_24063,1,69,74,466.0,1,1334445724
DR_24063,2,88,84,375.0,1,1334445833
DR_69093,2,87,80,289.0,1,1334491454
DR_69093,1,73,90,705.0,1,1334491571
DR_69093,1,87,73,5.0,1,1334491577
DR_69093,1,79,87,5.0,1,1334491583
DR_69093,2,81,87,138.0,1,1334491592
DR_69093,2,79,81,3.0,1,1334491596
DR_69093,1,85,79,22.0,1,1334491607
DR_69093,1,81,85,2.0,1,1334491609
DR_69093,2,84,79,42.0,1,1334491638
DR_69093,2,63,84,49.0,1,1334491688
DR_69093,2,96,63,12.0,1,1334491701
DR_69093,2,80,96,35.0,1,1334491737
DR_69093,1,81,81,189.0,1,1334491799
DR_69093,2,83,80,94.0,1,1334491832
DR_69093,2,87,83,4.0,1,1334491837
DR_63860,1,61,86,89.0,1,1334525429
DR_63860,2,87,111,257.0,1,1334525450
DR_63860,1,83,61,20.0,1,1334525451
DR_63860,1,81,83,191.0,1,1334525643
DR_63860,1,88,81,4.0,1,1334525647
DR_63860,1,84,88,3.0,1,1334525651
DR_63860,1,97,84,72.0,1,1334525724
DR_63860,1,90,97,104.0,1,1334525829
DR_63860,1,96,90,52.0,1,1334525882
DR_63860,1,92,96,2.0,1,1334525885
DR_63860,1,88,92,2.0,1,1334525888
DR_63860,1,90,88,1.0,1,1334525890
DR_63860,1,75,90,37.0,1,1334525928
DR_63860,1,79,75,78.0,1,1334526006
DR_63860,2,64,87,567.0,1,1334526018
DR_32591,1,89,83,327.0,1,1334530070
DR_32591,1,86,89,32.0,1,1334530102
DR_32591,2,105,79,992.0,1,1334530186
DR_32591,1,88,86,136.0,1,1334530239
DR_32591,1,87,88,86.0,1,1334530326
DR_32591,1,89,87,13.0,1,1334530341
DR_32591,2,80,105,207.0,1,1334530394
DR_32591,1,80,89,84.0,1,1334530426
DR_15175,1,88,66,355.0,1,1334532899
DR_15175,1,89,88,1.0,1,1334532901
DR_15175,1,111,89,40.0,1,1334532941
DR_15175,1,84,111,21.0,1,1334532963
DR_15175,1,90,84,130.0,1,1334533094
DR_15175,1,103,90,44.0,1,1334533139
DR_17239,2,116,82,404.0,1,1334533881
DR_17239,1,88,126,653.0,1,1334534127
DR_12190,2,86,91,1783.0,1,1334536729
DR_12190,2,94,87,1327.0,1,1334538376
DR_61444,1,89,73,102.0,1,1334541655
DR_61444,2,89,86,644.0,1,1334541942
DR_63552,2,102,102,1707.0,1,1334551745
DR_63552,1,79,81,603.0,1,1334551753
DR_44473,1,84,85,150.0,1,1334566811
DR_44473,1,79,84,124.0,1,1334566935
DR_44473,1,78,79,5.0,1,1334566942
DR_44473,1,74,78,34.0,1,1334566977
DR_44473,1,86,74,62.0,1,1334567039
DR_44473,2,94,80,426.0,1,1334567190
DR_44473,2,91,94,107.0,1,1334567298
DR_44473,1,84,86,405.0,1,1334567445
DR_42238,2,83,90,15.0,1,1334575802
DR_42238,1,83,85,179.0,1,1334575863
DR_42238,2,89,83,98.0,1,1334575902
DR_42238,1,82,83,87.0,1,1334575951
DR_42238,1,84,82,35.0,1,1334575987
DR_42238,2,79,89,90.0,1,1334575992
DR_42238,2,79,79,231.0,1,1334576225
DR_42238,2,86,79,146.0,1,1334576372
DR_42238,1,85,84,385.0,1,1334576373
DR_42238,1,77,85,31.0,1,1334576404
DR_42238,2,89,86,47.0,1,1334576421
DR_42238,1,78,77,46.0,1,1334576452
DR_68740,1,78,82,272.0,1,1334578626
DR_68740,1,79,78,2.0,1,1334578629
DR_68740,1,79,79,49.0,1,1334578679
DR_68740,1,88,79,190.0,1,1334578869
DR_68740,2,91,105,458.0,1,1334578932
DR_68740,1,89,88,65.0,1,1334578936
DR_68740,1,80,89,14.0,1,1334578951
DR_68740,1,83,80,14.0,1,1334578966
DR_68740,1,84,83,1.0,1,1334578968
DR_68740,1,76,84,25.0,1,1334578994
DR_68740,2,81,91,104.0,1,1334579036
DR_68740,2,91,81,106.0,1,1334579143
DR_26906,1,94,88,162.0,1,1334601012
DR_26906,1,78,94,37.0,1,1334601050
DR_26906,1,80,78,5.0,1,1334601056
DR_26906,1,76,80,36.0,1,1334601093
DR_26906,1,84,76,164.0,1,1334601258
DR_26906,1,89,84,29.0,1,1334601288
DR_26906,1,85,89,62.0,1,1334601351
DR_26906,1,84,85,1.0,1,1334601354
DR_26906,1,102,84,105.0,1,1334601460
DR_26906,2,81,70,666.0,1,1334601473
DR_26906,2,78,81,3.0,1,1334601477
DR_26906,2,87,78,19.0,1,1334601496
DR_26906,2,84,87,75.0,1,1334601573
DR_26906,2,89,84,42.0,1,1334601616
DR_26906,1,93,102,156.0,1,1334601617
DR_13358,2,88,86,176.0,1,1334604667
DR_13358,1,85,87,108.0,1,1334604686
DR_13358,1,91,85,71.0,1,1334604758
DR_13358,2,88,88,98.0,1,1334604766
DR_13358,1,85,91,76.0,1,1334604834
DR_13358,1,80,85,5.0,1,1334604840
DR_13358,2,87,88,110.0,1,1334604877
DR_13358,2,70,87,43.0,1,1334604922
DR_13358,2,93,70,25.0,1,1334604949
DR_13358,1,58,80,158.0,1,1334604999
DR_13358,1,58,58,,1,1334605000
DR_13358,1,63,58,2.0,1,1334605003
DR_13358,1,85,63,98.0,1,1334605103
DR_13358,2,86,93,164.0,1,1334605113
DR_13358,1,89,85,10.0,1,1334605114
DR_13358,1,86,89,24.0,1,1334605138
DR_13358,2,90,86,119.0,1,1334605234
DR_29324,2,89,103,666.0,1,1334606600
DR_29324,2,89,89,48.0,1,1334606648
DR_29324,1,88,89,448.0,1,1334606754
DR_29324,1,78,88,17.0,1,1334606772
DR_29324,1,84,78,99.0,1,1334606872
DR_29324,1,85,84,7.0,1,1334606880
DR_29324,1,85,85,2.0,1,1334606883
DR_29324,1,84,85,3.0,1,1334606886
DR_29324,2,84,89,256.0,1,1334606905
DR_29324,1,81,84,50.0,1,1334606937
DR_41490,2,87,88,67.0,1,1334608256
DR_41490,2,88,87,12.0,1,1334608269
DR_41490,1,86,88,222.0,1,1334608408
DR_41490,1,87,86,197.0,1,1334608606
DR_41490,1,82,87,152.0,1,1334608759
DR_18676,2,99,80,161.0,1,1334610911
DR_18676,1,81,38,25.0,1,1334610918
DR_18676,1,81,81,5.0,1,1334610924
DR_18676,1,88,81,368.0,1,1334611293
DR_18676,1,93,88,2.0,1,1334611295
DR_18676,1,109,93,14.0,1,1334611310
DR_18676,2,97,99,417.0,1,1334611329
DR_18676,1,74,109,29.0,1,1334611339
DR_18676,1,81,74,28.0,1,1334611368
DR_18676,1,81,81,3.0,1,1334611372
DR_18676,1,87,81,122.0,1,1334611496
DR_51407,2,87,69,988.0,2,1334619103
DR_51407,1,87,81,240.0,2,1334619134
DR_51407,1,83,87,11.0,2,1334619145
DR_51407,1,83,83,161.0,2,1334619307
DR_51407,2,100,87,421.0,2,1334619525
DR_51407,1,85,83,307.0,2,1334619615
DR_59028,1,83,85,585.0,2,1334620201
DR_59028,1,81,83,66.0,2,1334620268
DR_59028,2,90,100,781.0,2,1334620307
DR_59028,1,82,81,53.0,2,1334620322
DR_59028,1,91,82,12.0,2,1334620335
DR_13343,2,76,90,550.0,2,1334620858
DR_13343,1,76,91,833.0,2,1334621169
DR_13343,2,70,76,418.0,2,1334621277
DR_36963,1,79,87,380.0,2,1334621878
DR_36963,2,83,70,970.0,2,1334622249
DR_36963,2,85,83,5.0,2,1334622254
DR_22585,1,79,85,412.0,2,1334623538
DR_22585,1,85,79,119.0,2,1334623658
DR_22585,1,70,85,25.0,2,1334623684
DR_22585,2,82,75,1213.0,2,1334623691
DR_22585,1,82,70,89.0,2,1334623774
DR_42112,1,75,88,198.0,1,1334625305
DR_42112,2,97,90,310.0,1,1334625520
DR_42112,1,82,75,543.0,1,1334625848
DR_67449,1,86,92,729.0,1,1334632141
DR_67449,1,83,86,31.0,1,1334632174
DR_56513,1,81,89,332.0,1,1334632773
DR_56513,2,60,83,332.0,1,1334632794
DR_6289,2,84,88,169.0,1,1334657787
DR_6289,2,88,84,54.0,1,1334657841
DR_6289,2,87,88,105.0,1,1334657948
DR_6289,2,84,87,51.0,1,1334658000
DR_6289,2,87,84,3.0,1,1334658004
DR_6289,2,88,87,118.0,1,1334658124
DR_6289,1,89,81,532.0,1,1334658149
DR_6289,2,82,88,60.0,1,1334658185
DR_6289,2,88,82,5.0,1,1334658191
DR_6289,1,89,89,56.0,1,1334658207
DR_6289,2,80,88,64.0,1,1334658256
DR_6289,2,75,80,37.0,1,1334658294
DR_34110,2,85,86,320.0,1,1334666770
DR_34110,2,80,85,133.0,1,1334666904
DR_34110,2,84,80,14.0,1,1334666919
DR_34110,2,83,84,43.0,1,1334666963
DR_34110,2,83,83,153.0,1,1334667117
DR_34110,2,82,83,4.0,1,1334667122
DR_34110,2,86,82,78.0,1,1334667202
DR_34110,2,83,86,18.0,1,1334667221
DR_34110,1,79,79,829.0,1,1334667250
DR_34110,2,80,83,29.0,1,1334667251
DR_34110,1,83,79,3.0,1,1334667255
DR_34110,2,85,80,47.0,1,1334667299
DR_34110,2,82,85,27.0,1,1334667327
DR_35562,2,92,92,173.0,1,1334667737
DR_35562,2,86,92,3.0,1,1334667740
DR_35562,1,83,79,470.0,1,1334667922
DR_35562,2,83,86,182.0,1,1334667923
DR_35562,1,75,83,45.0,1,1334667968
DR_35562,2,74,83,138.0,1,1334668062
DR_35562,1,67,75,94.0,1,1334668063
DR_35562,2,85,74,37.0,1,1334668100
DR_35562,2,89,85,82.0,1,1334668183
DR_35562,2,72,89,9.0,1,1334668193
DR_35562,2,77,72,14.0,1,1334668208
DR_48648,1,106,76,145.0,1,1334695629
DR_48648,1,86,106,13.0,1,1334695642
DR_48648,2,88,83,620.0,1,1334695728
DR_48648,1,80,86,298.0,1,1334695942
DR_48648,2,65,88,218.0,1,1334695947
DR_48648,1,81,80,54.0,1,1334695997
DR_48648,1,79,81,1.0,1,1334695998
DR_71911,1,83,85,218.0,1,1334701060
DR_71911,1,85,83,2.0,1,1334701064
DR_71911,1,82,85,70.0,1,1334701135
DR_71911,1,77,82,99.0,1,1334701234
DR_71911,2,81,89,442.0,1,1334701262
DR_71911,2,81,81,3.0,1,1334701265
DR_71911,1,114,77,111.0,1,1334701347
DR_71911,2,79,81,105.0,1,1334701371
DR_71911,1,80,114,148.0,1,1334701496
DR_62895,2,87,113,552.0,1,1334712621
DR_62895,1,81,79,273.0,1,1334712626
DR_62895,2,81,87,4.0,1,1334712627
DR_62895,1,89,81,147.0,1,1334712774
DR_62895,1,104,89,181.0,1,1334712956
DR_5353,1,91,89,305.0,1,1334715367
DR_5353,2,73,109,653.0,1,1334715416
DR_5353,2,89,73,244.0,1,1334715662
DR_44837,1,91,88,412.0,1,1334719956
DR_44837,1,89,91,227.0,1,1334720184
DR_71402,1,99,84,732.0,1,1334725234
DR_71402,1,79,99,378.0,1,1334725613
DR_66866,2,87,96,933.0,1,1334729932
DR_66866,1,74,85,116.0,1,1334730663
DR_64301,1,102,87,435.0,1,1334731501
DR_64301,1,81,102,263.0,1,1334731765
DR_64301,1,90,81,22.0,1,1334731788
DR_64301,2,107,99,571.0,1,1334731914
DR_31394,2,76,99,500.0,1,1334733343
DR_31394,1,89,88,296.0,1,1334733415
DR_31394,1,92,89,59.0,1,1334733475
DR_31394,1,80,92,159.0,1,1334733635
DR_31394,1,84,80,103.0,1,1334733738
DR_49607,2,92,83,116.0,1,1334745096
DR_49607,2,83,92,81.0,1,1334745177
DR_49607,1,93,88,829.0,1,1334745217
DR_49607,1,71,93,130.0,1,1334745348
DR_49607,1,88,71,34.0,1,1334745383
DR_49607,1,87,88,1.0,1,1334745385
DR_49607,2,74,83,402.0,1,1334745581
DR_11783,1,81,90,420.0,1,1334751401
DR_11783,2,87,93,381.0,1,1334751484
DR_11783,2,86,87,57.0,1,1334751543
DR_11783,1,76,81,175.0,1,1334751577
DR_11783,2,79,86,51.0,1,1334751595
DR_11783,2,82,79,7.0,1,1334751602
DR_11783,2,80,82,42.0,1,1334751645
DR_11783,2,127,80,160.0,1,1334751807
DR_11783,2,91,127,11.0,1,1334751819
DR_11783,1,76,76,333.0,1,1334751910
DR_46942,2,84,80,104.0,1,1334752195
DR_46942,2,81,84,168.0,1,1334752364
DR_46942,1,82,85,378.0,1,1334752365
DR_46942,2,86,81,27.0,1,1334752392
DR_46942,2,89,86,27.0,1,1334752420
DR_46942,1,87,82,213.0,1,1334752577
DR_46942,2,82,89,170.0,1,1334752591
DR_46942,2,85,82,11.0,1,1334752604
DR_46942,2,73,85,12.0,1,1334752617
DR_46942,1,75,87,59.0,1,1334752637
DR_46942,2,78,73,54.0,1,1334752672
DR_46942,1,86,75,107.0,1,1334752744
DR_46942,2,81,78,161.0,1,1334752834
DR_74414,1,76,91,572.0,1,1334761244
DR_74414,1,93,76,8.0,1,1334761253
DR_74414,1,90,93,132.0,1,1334761387
DR_74414,2,74,88,339.0,1,1334761456
DR_74414,2,77,74,2.0,1,1334761459
DR_74414,2,102,77,50.0,1,1334761510
DR_74414,1,90,90,176.0,1,1334761564
DR_74414,2,85,102,85.0,1,1334761596
DR_74414,1,83,90,147.0,1,1334761712
DR_74414,2,79,85,121.0,1,1334761718
DR_74414,2,83,79,28.0,1,1334761747
DR_74414,2,84,83,16.0,1,1334761764
DR_74414,2,86,84,81.0,1,1334761846
DR_38063,2,76,75,200.0,1,1334771997
DR_38063,2,80,76,5.0,1,1334772003
DR_38063,2,79,80,119.0,1,1334772123
DR_38063,2,81,79,32.0,1,1334772156
DR_38063,2,82,81,157.0,1,1334772314
DR_38063,2,98,82,66.0,1,1334772381
DR_38063,2,83,98,9.0,1,1334772390
DR_38063,2,86,83,5.0,1,1334772396
DR_38063,2,97,86,31.0,1,1334772428
DR_38063,1,91,81,578.0,1,1334772438
DR_38063,1,81,91,151.0,1,1334772590
DR_38063,1,88,81,1.0,1,1334772591
DR_38063,2,85,97,216.0,1,1334772645
DR_52519,2,86,87,323.0,1,1334775674
DR_52519,2,107,86,59.0,1,1334775734
DR_52519,1,102,80,275.0,1,1334775740
DR_52519,2,88,107,154.0,1,1334775889
DR_52519,1,79,102,228.0,1,1334775969
DR_52519,2,84,88,177.0,1,1334776067
DR_52519,2,93,84,30.0,1,1334776098
DR_52519,2,83,93,40.0,1,1334776139
DR_52519,2,80,83,11.0,1,1334776151
DR_52519,1,79,79,200.0,1,1334776169
DR_52519,1,78,79,4.0,1,1334776174
DR_52519,2,85,80,60.0,1,1334776211
DR_52519,1,78,78,52.0,1,1334776228
DR_52519,1,83,78,1.0,1,1334776229
DR_52519,2,89,85,17.0,1,1334776230
DR_52519,2,86,89,4.0,1,1334776235
DR_52519,1,73,83,6.0,1,1334776236
DR_68661,2,96,84,11.0,1,1334780098
DR_68661,2,89,96,12.0,1,1334780110
DR_68661,2,89,89,22.0,1,1334780133
DR_68661,2,82,89,62.0,1,1334780196
DR_68661,1,90,81,229.0,1,1334780199
DR_68661,1,72,90,127.0,1,1334780328
DR_68661,1,98,72,62.0,1,1334780391
DR_68661,1,90,98,2.0,1,1334780393
DR_68661,1,85,90,36.0,1,1334780430
DR_68661,1,87,85,8.0,1,1334780440
DR_68661,1,97,87,79.0,1,1334780520
DR_68661,1,76,97,17.0,1,1334780538
DR_68661,2,81,82,383.0,1,1334780580
DR_59418,2,88,87,301.0,1,1334782167
DR_59418,1,85,86,633.0,1,1334782219
DR_59418,2,107,88,214.0,1,1334782381
DR_59418,1,85,85,271.0,1,1334782491
DR_72904,1,90,85,306.0,1,1334782797
DR_72904,2,88,81,241.0,1,1334783020
DR_72904,2,85,88,7.0,1,1334783028
DR_72904,1,83,90,420.0,1,1334783218
DR_72904,1,86,83,114.0,1,1334783333
DR_72904,1,83,86,5.0,1,1334783340
DR_72904,1,87,83,2.0,1,1334783342
DR_72904,1,84,87,27.0,1,1334783370
DR_27310,2,79,88,201.0,1,1334784760
DR_27310,2,75,79,1.0,1,1334784762
DR_27310,2,73,75,2.0,1,1334784764
DR_27310,1,77,79,388.0,1,1334784963
DR_27310,1,77,77,2.0,1,1334784967
DR_27310,1,79,77,1.0,1,1334784969
DR_27310,1,76,79,2.0,1,1334784972
DR_27310,1,82,76,36.0,1,1334785009
DR_27310,1,82,82,26.0,1,1334785035
DR_27310,2,95,73,301.0,1,1334785067
DR_27310,2,78,95,110.0,1,1334785178
DR_27310,1,88,82,201.0,1,1334785237
DR_12036,1,91,86,234.0,1,1334791009
DR_12036,2,108,87,292.0,1,1334791066
DR_12036,2,79,108,198.0,1,1334791265
DR_10108,1,98,85,545.0,1,1334801817
DR_10108,1,90,98,56.0,1,1334801874
DR_10108,1,88,90,9.0,1,1334801884
DR_10108,1,89,88,206.0,1,1334802091
DR_10108,1,89,89,2.0,1,1334802094
DR_10108,2,88,84,2.0,1,1334802282
DR_69523,1,89,89,654.0,1,1334802750
DR_69523,1,83,89,174.0,1,1334802925
DR_69523,1,78,83,55.0,1,1334802981
DR_69523,1,88,78,13.0,1,1334802996
DR_69523,2,112,88,717.0,1,1334803000
DR_69523,1,89,88,41.0,1,1334803038
DR_69523,1,85,89,206.0,1,1334803245
DR_69523,2,94,112,244.0,1,1334803246
DR_69281,1,76,88,77.0,1,1334825123
DR_69281,2,95,86,311.0,1,1334825134
DR_69281,2,100,95,7.0,1,1334825141
DR_69281,2,74,100,102.0,1,1334825244
DR_69281,1,82,76,130.0,1,1334825253
DR_69281,1,80,82,189.0,1,1334825443
DR_69281,1,78,80,1.0,1,1334825445
DR_69281,1,81,78,9.0,1,1334825455
DR_69281,2,66,74,221.0,1,1334825466
DR_69281,2,99,66,20.0,1,1334825488
DR_69281,1,60,81,71.0,1,1334825528
DR_69281,2,99,99,174.0,1,1334825663
DR_69281,2,79,99,15.0,1,1334825679
DR_69281,2,80,79,1.0,1,1334825680
DR_74741,2,85,92,59.0,1,1334833204
DR_74741,2,87,85,15.0,1,1334833221
DR_74741,2,99,87,212.0,1,1334833434
DR_74741,1,83,73,579.0,1,1334833585
DR_74741,2,82,99,193.0,1,1334833628
DR_74741,1,84,83,141.0,1,1334833727
DR_74741,1,87,84,3.0,1,1334833731
DR_74741,1,83,87,16.0,1,1334833748
DR_74741,1,77,83,68.0,1,1334833816
DR_74741,2,67,82,191.0,1,1334833820
DR_74351,2,81,87,24.0,1,1334837718
DR_74351,1,81,88,58.0,1,1334837744
DR_74351,2,81,81,188.0,1,1334837907
DR_74351,1,83,81,196.0,1,1334837941
DR_74351,2,85,81,106.0,1,1334838014
DR_74351,2,85,85,,1,1334838015
DR_74351,1,102,83,80.0,1,1334838022
DR_74351,2,84,85,49.0,1,1334838064
DR_74351,2,85,84,10.0,1,1334838076
DR_74351,1,92,102,69.0,1,1334838092
DR_74351,1,79,92,31.0,1,1334838123
DR_74351,2,86,85,65.0,1,1334838142
DR_74351,2,83,86,12.0,1,1334838154
DR_74351,2,84,83,14.0,1,1334838169
DR_74351,2,79,84,72.0,1,1334838242
DR_74351,1,87,79,139.0,1,1334838263
DR_74351,2,93,79,24.0,1,1334838266
DR_67397,2,88,75,119.0,1,1334846782
DR_67397,1,83,71,213.0,1,1334846907
DR_67397,2,87,88,126.0,1,1334846909
DR_67397,1,79,83,14.0,1,1334846922
DR_67397,2,86,87,53.0,1,1334846963
DR_67397,1,78,79,97.0,1,1334847019
DR_67397,1,67,78,101.0,1,1334847121
DR_67397,1,82,67,7.0,1,1334847129
DR_67397,2,82,86,196.0,1,1334847160
DR_67397,2,79,82,24.0,1,1334847185
DR_67397,1,83,82,96.0,1,1334847225
DR_67397,1,79,83,29.0,1,1334847255
DR_67397,1,78,79,1.0,1,1334847257
DR_67397,2,81,79,153.0,1,1334847339
DR_67397,2,81,81,1.0,1,1334847341
DR_19367,1,72,97,210.0,1,1334889967
DR_19367,1,88,72,204.0,1,1334890172
DR_19367,2,88,86,1166.0,1,1334890269
DR_19367,1,83,88,316.0,1,1334890490
DR_13651,1,88,89,89.0,1,1334907931
DR_13651,1,83,88,2.0,1,1334907934
DR_13651,1,82,83,10.0,1,1334907945
DR_13651,2,85,98,515.0,1,1334908220
DR_13651,1,85,82,320.0,1,1334908266
DR_13651,2,96,85,144.0,1,1334908365
DR_13651,1,90,85,106.0,1,1334908373
DR_20202,1,82,76,42.0,1,1334929522
DR_20202,1,79,82,29.0,1,1334929552
DR_20202,1,78,79,16.0,1,1334929569
DR_20202,1,96,78,79.0,1,1334929649
DR_20202,2,100,83,260.0,1,1334929730
DR_20202,1,82,96,126.0,1,1334929775
DR_20202,2,89,100,75.0,1,1334929806
DR_20202,2,78,89,153.0,1,1334929959
DR_20202,2,80,78,1.0,1,1334929961
DR_20202,2,82,80,1.0,1,1334929963
DR_20202,1,90,82,250.0,1,1334930026
DR_20202,1,74,90,41.0,1,1334930068
DR_20202,1,77,74,2.0,1,1334930071
DR_20202,2,78,82,122.0,1,1334930086
DR_20202,2,75,78,16.0,1,1334930104
DR_63863,2,88,98,31.0,1,1334935811
DR_63863,1,86,84,162.0,1,1334935824
DR_63863,2,77,88,19.0,1,1334935830
DR_63863,2,89,77,50.0,1,1334935880
DR_63863,2,87,89,3.0,1,1334935884
DR_63863,1,78,86,62.0,1,1334935886
DR_63863,2,92,87,2.0,1,1334935887
DR_63863,1,81,78,1.0,1,1334935888
DR_63863,1,82,81,2.0,1,1334935891
DR_63863,1,76,82,39.0,1,1334935930
DR_63863,1,93,76,30.0,1,1334935960
DR_63863,2,88,92,77.0,1,1334935965
DR_63863,2,78,88,8.0,1,1334935974
DR_63863,2,80,78,1.0,1,1334935976
DR_63863,2,81,80,1.0,1,1334935978
DR_63863,2,81,81,1.0,1,1334935980
DR_63863,2,88,81,14.0,1,1334935994
DR_63863,2,84,88,28.0,1,1334936023
DR_63863,2,97,84,14.0,1,1334936038
DR_63863,2,85,97,30.0,1,1334936068
DR_63863,1,78,93,135.0,1,1334936096
DR_63863,2,91,85,51.0,1,1334936120
DR_63863,2,76,91,39.0,1,1334936160
DR_63863,2,94,76,19.0,1,1334936180
DR_63863,2,88,94,9.0,1,1334936190
DR_63863,2,88,88,27.0,1,1334936217
DR_63863,1,85,78,120.0,1,1334936218
DR_63863,2,79,88,116.0,1,1334936335
DR_63863,2,99,79,6.0,1,1334936342
DR_63863,1,83,85,134.0,1,1334936353
DR_63863,2,97,99,12.0,1,1334936355
DR_63863,1,79,83,64.0,1,1334936418
DR_63863,1,81,79,2.0,1,1334936420
DR_63863,1,70,81,4.0,1,1334936425
DR_17549,1,81,89,183.0,1,1334943905
DR_17549,1,81,81,5.0,1,1334943911
DR_17549,1,76,81,3.0,1,1334943915
DR_17549,1,85,76,21.0,1,1334943937
DR_17549,1,90,85,11.0,1,1334943948
